id,carnegie_basic,carnegie_undergrad,carnegie_size_setting,minority_serving_historically_black,minority_serving_predominantly_black,minority_serving_annh,minority_serving_tribal,minority_serving_aanipi,minority_serving_hispanic,minority_serving_nant,men_only,women_only,religious_affiliation,admission_rate_overall,admission_rate_by_ope_id,attendance_academic_year,attendance_program_year,tuition_in_state,tuition_out_of_state,tuition_program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt
170541,1,1,3,0,0,0,0,0,0,0,0,0,,,,8865,,3381,7491,,3772,7198,9681,0.2289,0.352,,0.1538
170550,4,1,3,0,0,0,0,0,0,0,0,0,,,,12311,,3928,8480,,4364,7818,9147,0.9885,0.2771,,0.1549
170587,8,1,2,0,0,0,0,0,0,0,0,0,,,,12030,,4020,8130,,4646,6894,5395,0.6047,0.4369,,0.2157
170611,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,13048,,,15171,7500,4204,,,0.6013,,0.7238
170620,14,5,9,0,0,0,0,0,0,0,0,0,,,,12922,,4440,6105,,3361,6174,7258,1,0.3482,0.1423,
170639,22,13,11,0,0,0,0,0,0,0,0,0,,0.5816,0.581616482,21898,,11427,11427,,7701,8751,6714,0.9455,0.3645,0.4444,
170657,4,1,4,0,0,0,0,0,0,0,0,0,,,,9283,,3470,9650,,3345,6463,8128,0.1277,0.3245,,0.1786
170675,18,9,10,0,0,0,0,0,0,0,0,0,,0.5964,0.596410492,44311,,32190,32190,,22123,11022,7503,0.3978,0.2195,0.5357,
170736,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10661,,,12400,5403,2849,,,0.8852,,0.9063
170790,5,1,5,0,0,0,0,0,0,0,0,0,,,,12212,,3375,7649,,3269,5364,8900,0.2405,0.2138,,0.1113
170806,18,5,9,0,0,0,0,0,0,0,0,0,30,0.7433,0.743310208,29820,,20700,20700,,13599,7963,7398,0.2574,0.3203,0.6897,
170842,18,7,7,0,0,0,0,0,0,0,0,0,30,0.4098,0.409774436,27517,,22750,22750,,13446,9549,6264,0.9302,0.6273,0.3261,
170967,22,7,7,0,0,0,0,0,0,0,0,0,74,1,1,29581,,22312,22312,,11778,5089,6071,0.8605,0.3658,0.4194,
170976,15,14,16,0,0,0,0,0,0,0,0,0,,0.265,0.265020205,28652,,14826,47476,,23581,25620,11258,0.8275,0.1535,0.9159,
171012,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,13253,,,10788,5473,1244,,,0.7189,,0.5385
171100,15,14,16,0,0,0,0,0,0,0,0,0,,0.7155,0.715491243,27006,,14460,39406,,18994,16849,11705,0.8689,0.2181,0.7934,
171128,16,14,14,0,0,0,0,0,0,0,0,0,,0.7449,0.744925946,27537,,15074,32318,,14382,11585,10187,0.9053,0.232,0.6652,
171137,18,9,12,0,0,0,0,0,0,0,0,0,,0.6428,0.642819752,19323,,12472,24706,,12692,10409,9587,0.5833,0.4167,0.5444,
171146,17,7,12,0,0,0,0,0,0,0,0,0,,0.6512,0.651162791,19013,,10842,21165,,10998,10181,8556,0.5771,0.391,0.4405,
171155,5,1,3,0,0,0,0,0,0,0,0,0,,,,12118,,4597,6847,,3930,4250,6909,1,0.4079,,0.1166
171225,5,1,2,0,0,0,0,0,0,0,0,0,,,,9366,,3890,7025,,3927,8372,9407,0.2558,0.2921,,0.1542
171234,4,1,2,0,0,0,0,0,0,0,0,0,,,,12661,,4530,11280,,4298,8605,8128,0.2784,0.452,,0.2343
171261,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15497,,,16325,6917,6062,,,1,,0.6889
171304,5,1,3,0,0,0,0,0,0,0,0,0,,,,9085,,5550,12310,,4492,7372,9920,1,0.3233,,0.1554
171322,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24903,,,28645,7579,4043,,,0.6266,,0.6126
171395,2,1,2,0,0,0,0,0,0,0,0,0,,,,9265,,3952,7882,,3316,6426,7919,1,0.3472,,0.1762
171456,19,13,13,0,0,0,0,0,0,0,0,0,,0.7437,0.743722663,20692,,10240,15736,,8752,7237,8278,0.6996,0.3331,0.4904,
171483,14,5,9,0,0,0,0,0,0,0,0,0,,,,14758,,4106,9425,,7838,9444,7367,0.3043,0.3168,0.1991,
171492,29,9,10,0,0,0,0,0,0,0,0,0,,0.6927,0.69268829,38577,,26080,26080,,14500,6264,6308,1,0.3095,0.5542,
171535,3,1,4,0,0,0,0,0,0,0,0,0,,,,8419,,2360,4376,,2697,5991,9020,1,0.229,,0.1146
171571,16,13,15,0,0,0,0,0,0,0,0,0,,0.8441,0.844114219,21262,,11970,23873,,11769,7908,9220,0.5064,0.2979,0.4571,
171599,22,12,11,0,0,0,0,0,0,0,0,0,76,0.7007,0.700696056,37734,,26695,26695,,11749,6067,6026,1,0.4746,0.5324,
171775,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,13215,,,15825,7580,3293,,,0.4286,,0.3571
171881,22,13,8,0,0,0,0,0,0,0,0,0,79,0.6614,0.661417323,28295,,21090,21090,,13048,15104,5253,0.4138,0.3798,0.5435,
171988,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22508,,,15740,8481,1880,,,0.6147,,0.7826
171997,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22210,,,15740,8088,1822,,,0.6554,,0.7328
172015,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21985,,,15740,7836,1845,,,0.7039,,0.78
172033,24,5,6,0,0,0,0,0,0,0,0,0,30,0.875,0.875,34536,,19325,19325,,16144,12903,7052,0.4688,0.0819,0.6667,
172051,18,13,13,0,0,0,0,0,0,0,0,0,,0.7384,0.738423416,20061,,9819,23063,,8832,7000,8209,0.5115,0.3478,0.3976,
172200,14,5,12,0,0,0,0,0,0,0,0,0,,,,10201,,3668,6866,,4148,6052,9840,0.1977,0.303,0.1709,
172264,20,5,10,0,0,0,0,0,0,0,0,0,30,0.6712,0.671247357,36344,,25932,25932,,10929,5806,6258,0.978,0.3843,0.4271,
172291,2,1,3,0,0,0,0,0,0,0,0,0,,,,8825,,4328,10931,,4352,6754,8607,0.3564,0.2817,,0.2213
172307,1,2,2,0,0,0,0,0,0,0,0,0,,,,14310,,5025,6525,,4382,7054,6254,0.4143,0.4072,,0.2495
172325,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,,8042,2998,,,0.4171,,
172334,18,9,10,0,0,0,0,0,0,0,0,0,64,0.6702,0.670219065,38045,,27750,27750,,11324,7167,5499,0.2718,0.409,0.5935,
172422,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,13764,,7160,10388,,28,15611,,,0.3839,,0.7625
172440,22,11,8,0,0,0,0,0,0,0,0,0,39,0.3564,0.356407323,34420,,22758,22758,,15637,9215,5033,0.9688,0.572,0.2971,
172477,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,32339,14599,11707,0.4222,,,
172495,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18318,,,16500,5349,5655,,,0.4897,,0.6897
172608,29,5,6,0,0,0,0,0,0,0,0,0,,,,,,,,,16357,5307,8766,0.1548,0.3144,,
172617,2,1,4,0,0,0,0,0,0,0,0,0,,,,9310,,2448,5304,,3331,7629,7779,0.2623,0.2994,,0.1557
172635,2,1,4,0,1,0,0,0,0,0,0,0,,,,10949,,2838,3842,,2845,7253,7766,0.1026,0.4632,,0.1184
172644,15,9,15,0,0,0,0,0,0,0,0,0,,0.6741,0.674059096,22771,,12729,27203,,11150,12570,10403,0.5716,0.4358,0.4656,
172671,5,1,2,0,0,0,0,0,0,0,0,0,,,,8654,,2930,5810,,2269,7114,8049,0.2716,0.4757,,0.2639
172680,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16414,,,15750,6969,4956,,,0.4264,,1
172699,16,13,16,0,0,0,0,0,0,0,0,0,,0.8232,0.823178854,24032,,11943,14699,,12351,11914,9751,0.6262,0.3338,0.5082,
172705,24,0,18,0,0,0,0,0,0,0,0,0,49,,,,,,,,5043,12302,6928,0.8333,,,
172802,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14722,,,12100,4607,2059,,,0.587,,0.6667
172866,28,7,6,0,0,0,0,0,0,0,0,0,,,,,,17661,17661,,18759,5462,3608,,0.2931,0.625,
172918,9,2,2,0,0,0,0,0,0,0,0,0,,,,17933,,5410,5410,,3706,7645,7953,0.6495,0.2365,,0.5748
172927,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14776,,,7910,3571,6223,,,0.5333,,0.5714
172954,7,2,2,0,0,0,0,0,0,0,0,0,,,,16486,,5584,5584,,3042,7223,7891,0.5652,0.3658,,0.3069
172963,3,1,4,0,0,0,0,0,0,0,0,0,,,,15061,,5059,5059,,3357,5139,7863,0.4944,0.2405,,0.2424
173045,18,13,13,0,0,0,0,0,0,0,0,0,39,0.6458,0.645823825,49649,,37615,37615,,16654,9868,7591,0.4703,0.4243,0.6211,
173063,3,2,2,0,0,0,0,0,0,0,0,0,,,,12877,,5570,5570,,3655,7029,7915,0.4857,0.2817,,0.4159
173115,9,1,2,0,0,0,0,0,0,0,0,0,,,,15839,,5480,5480,,3487,8327,7642,0.4222,0.3647,,0.4615
173124,20,9,13,0,0,0,0,0,0,0,0,0,,0.662,0.662038185,20013,,8677,8677,,5193,6526,8286,0.581,0.3105,0.466,
173142,21,12,8,0,0,0,0,0,0,0,0,0,99,0.7912,0.791237113,35619,,26830,26830,,11566,12726,6448,0.7188,0.3032,0.5185,
173160,17,13,14,0,0,0,0,0,0,0,0,0,54,0.835,0.834988962,48485,,36210,36210,,17139,9460,7780,0.494,0.2385,0.7052,
173179,24,0,18,0,0,0,0,0,0,0,0,0,54,,0.834988962,,,,,,10758,9913,7507,1,,,
173203,6,2,3,0,0,0,0,0,0,0,0,0,,,,16929,,5494,5494,,2815,5876,7923,0.6378,0.2634,,0.426
173258,21,14,11,0,0,0,0,0,0,0,0,0,,0.212,0.21203262,66490,,52782,52782,,31652,30002,11601,0.8408,0.1444,0.9419,
173300,21,14,11,0,0,0,0,0,0,0,0,0,39,0.616,0.615994712,47672,,38378,38378,,17923,12427,7279,0.6719,0.1968,0.6967,
173328,18,5,12,0,0,0,0,0,0,0,0,0,68,0.5487,0.548666667,31603,,21750,21750,,11863,4718,4853,0.339,0.3241,0.5533,
173416,7,2,2,0,0,0,0,0,0,0,0,0,,,,15458,,5713,5713,,4169,8318,7709,0.4964,0.2907,,0.3631
173452,32,12,8,0,0,0,0,0,0,0,0,0,33,0.7061,0.706081081,24580,,14680,14680,,12981,8599,4383,0.7857,0.2631,0.6919,
173461,6,1,3,0,0,0,0,0,0,0,0,0,,,,16036,,5153,9483,,4499,7528,7682,0.411,0.2846,,0.3123
173470,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16163,,,15500,7893,1861,,,0.6111,,0.5
173489,23,0,6,0,0,0,0,0,0,0,0,0,,,,31099,,18975,18975,,17544,12960,2867,,0.6129,0.1765,
173559,8,1,3,0,0,0,0,0,0,0,0,0,,,,14878,,5335,5335,,3178,6069,7753,0.5195,0.3293,,0.3571
173638,9,1,2,0,0,0,0,0,0,0,0,0,,,,15431,,5692,10838,,3525,7398,7511,0.4244,0.2869,,0.4414
173647,21,12,11,0,0,0,0,0,0,0,0,0,39,0.6783,0.678320232,54204,,44080,44080,,18097,15347,7202,0.7766,0.2436,0.7983,
173665,18,12,10,0,0,0,0,0,0,0,0,0,71,0.6911,0.691058824,48293,,40332,40332,,16244,7655,7497,0.513,0.3425,0.6673,
173683,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,14291,5883,6544,1,,,
173708,7,1,3,0,0,0,0,0,0,0,0,0,,,,15977,,5198,5198,,3302,7632,7732,0.5,0.3674,,0.2987
173735,8,2,2,0,0,0,0,0,0,0,0,0,,,,14340,,5310,6491,,4888,10839,7693,0.6056,0.4276,,0.405
173744,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21614,,,19000,10151,7880,,,0.2343,,0.7469
173799,2,1,3,0,0,0,0,0,0,0,0,0,,,,14685,,5332,5332,,3680,5391,7648,0.4706,0.2691,,0.2468
173805,2,2,2,0,0,0,0,0,0,0,0,0,,,,15671,,5325,6507,,2703,5464,7922,0.3797,0.3678,,0.3182
173896,24,0,18,0,0,0,0,0,0,0,0,0,39,,,,,,,,9299,17521,6638,1,,,
173902,21,14,11,0,0,0,0,0,0,0,0,0,66,0.4058,0.405762712,64007,,52464,52464,,24323,20227,10322,0.82,0.1514,0.8724,
173911,5,2,2,0,0,0,0,0,0,0,0,0,,,,14521,,5417,5417,,3637,7760,7810,0.546,0.4524,,0.2467
173920,18,13,15,0,0,0,0,0,0,0,0,0,,0.6096,0.609632988,18993,,8164,16216,,6440,7162,9101,0.6561,0.2619,0.4768,
173957,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,19363,26807,,,,,
173966,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,,13235,36487,,,0.061,,
173984,26,5,6,0,0,0,0,0,0,0,0,0,,,,24238,,13438,13438,,12786,6808,5610,0.2748,0.4848,0.3158,
173993,6,2,2,0,0,0,0,0,0,0,0,0,,,,10535,,5329,6511,,2565,6908,7823,0.4918,0.3322,,0.3354
174020,17,5,12,0,0,0,0,1,0,0,0,0,,0.5554,0.555435953,20800,,7859,14960,,5121,5513,9068,0.2466,0.4228,0.2745,
174066,15,15,15,0,0,0,0,1,0,0,0,0,,0.4959,0.496416606,25790,,14417,26603,,13355,15511,11759,0.823,0.189,0.801,
174075,22,9,10,0,0,0,0,0,0,0,0,0,,0.687,0.687000726,22716,,11814,11814,,6272,6937,7200,0.8913,0.207,0.5356,
174118,7,4,1,0,0,0,0,0,0,0,0,0,,,,18921,,15100,15100,,16132,3411,4821,0.7143,0.6459,,0.8583
174127,30,13,7,0,0,0,0,0,0,0,0,0,,0.5853,0.585260116,47779,,37812,37812,,20299,13953,7259,0.3022,0.4168,0.5926,
174136,4,1,3,0,0,0,0,0,0,0,0,0,,,,17587,,5396,5396,,2525,5475,7929,0.3923,0.441,,0.1615
174154,26,5,6,0,0,0,0,1,0,0,0,0,,0.766,0.79408284,26465,,13850,13850,,12949,6585,6200,0.3488,0.6065,0.875,
174190,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18605,,,20150,11482,3657,,,0.3805,,0.6818
174233,19,14,16,0,0,0,0,0,0,0,0,0,,0.7661,0.766133671,23913,,13344,18462,,8876,7382,8175,0.8403,0.2171,0.5924,
174251,21,15,11,0,0,0,0,0,0,1,0,0,,0.6378,0.637807537,23363,,13072,15092,,5267,9634,7252,0.9712,0.301,0.5866,
174321,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14777,,,15900,8680,2257,,,0.5226,,0.9024
174358,19,13,13,0,0,0,0,0,0,0,0,0,,0.6039,0.603863636,20067,,8468,15878,,5783,7669,8817,0.5718,0.2745,0.4632,
174376,2,1,3,0,0,0,0,1,0,0,0,0,,,,14271,,4420,4420,,2971,5460,7814,0.4956,0.3738,,0.191
174385,23,5,6,0,0,0,0,0,0,0,0,0,,,,,,15000,15000,,18874,3505,4583,,0.7829,0.125,
174428,2,2,4,0,0,0,0,0,0,0,0,0,,,,16045,,5790,5790,,3532,5379,7807,0.478,0.2872,,0.2626
174437,22,11,8,0,0,0,0,0,0,0,0,0,27,0.9074,0.907372401,33232,,23480,23480,,12267,6284,6677,0.4205,0.3713,0.3992,
174473,8,1,2,0,0,0,0,0,0,0,0,0,,,,15108,,5549,5549,,3485,7483,7730,0.5633,0.2998,,0.468
174491,19,13,11,0,0,0,0,0,0,0,0,0,79,0.934,0.934047815,41627,,30794,30794,,14776,7636,6332,1,0.2046,0.6203,
174507,26,7,6,0,0,0,0,0,0,0,0,0,,,,17596,,10684,10684,,18797,7882,5665,0.5,0.1648,0.6667,
174525,24,11,8,0,0,0,0,0,0,0,0,0,42,0.2653,0.265306122,28071,,17314,17314,,11714,4527,3854,0.7778,0.5323,0.6667,
174570,9,1,2,0,0,0,0,0,0,0,0,0,,,,15197,,4066,7741,,1840,5589,7653,0.3099,0.2881,,0.375
174604,3,3,1,0,0,0,0,0,0,0,0,0,,,,13077,,5325,6507,,2848,5426,7340,,0.3727,,0.3243
174738,4,2,3,0,0,0,0,0,0,0,0,0,,,,18631,,5636,5636,,3565,6678,7940,0.4959,0.3517,,0.2246
174747,21,14,11,0,0,0,0,0,0,0,0,1,30,0.8058,0.805791313,55095,,43738,43738,,18480,11268,8545,0.8391,0.2349,0.8171,
174756,4,2,3,0,0,0,0,0,0,0,0,0,,,,13026,,5359,5359,,3086,6846,7765,0.4569,0.4102,,0.3284
174783,18,11,15,0,0,0,0,0,0,0,0,0,,0.8578,0.85783623,19068,,8228,16462,,5582,7623,9336,0.6621,0.2737,0.4434,
174792,21,14,11,0,0,0,0,0,0,0,1,0,30,0.8023,0.802318487,53964,,43356,43356,,18088,13158,8457,0.8405,0.2024,0.7389,
174817,18,9,13,0,0,0,0,0,0,0,0,0,30,0.6438,0.643773273,43897,,33560,33560,,13168,6967,6825,0.2664,0.3019,0.5791,
174844,21,14,14,0,0,0,0,0,0,0,0,0,39,0.4322,0.432173475,56160,,46000,46000,,21578,18240,8726,0.7333,0.1618,0.8823,
174862,20,7,10,0,0,0,0,0,0,0,0,0,34,0.512,0.512027491,37926,,25430,25430,,12160,3257,4861,0.3667,0.4051,0.6688,
174899,17,13,13,0,0,0,0,0,0,0,0,0,30,0.6825,0.68249413,47344,,36212,36212,,14807,7915,7036,0.5226,0.2964,0.6694,
174914,17,14,13,0,0,0,0,0,0,0,0,0,30,0.8416,0.841590309,52586,,41133,41133,,20037,14324,10446,0.5267,0.172,0.7685,
174978,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18320,,,18988,9073,9140,,,0.6823,,0.7347
175005,17,9,13,0,0,0,0,1,0,0,0,1,30,0.7013,0.701342282,47149,,38170,38170,,17619,11594,7200,0.5632,0.387,0.5305,
175014,23,5,9,0,0,0,0,0,0,0,0,0,,,,21689,,10935,10935,,16790,3984,5802,0.298,0.4285,0.3406,
175041,5,1,3,0,0,0,0,1,0,0,0,0,,,,17268,,5560,5560,,2294,5706,7568,0.4846,0.4907,,0.2777
175078,19,9,13,0,0,0,0,0,0,0,0,0,,0.6163,0.616284739,20068,,8610,8610,,3953,5416,9059,0.4961,0.1166,0.4494,
175120,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,12144,,,5940,19,3859,,,0.5384,,0.4737
175139,24,0,18,0,0,0,0,0,0,0,0,0,76,,,,,,,,7800,23521,5730,0.5882,,,
175157,2,3,2,0,0,0,0,0,0,0,0,0,,,,15081,,5325,6506,,2848,5134,7479,0.5278,0.3476,,0.2569
175227,23,13,9,0,0,0,0,0,0,0,0,0,,0.7275,0.727482679,26772,,21610,21610,,19650,11902,5852,0.5089,0.3995,0.635,
175236,8,2,3,0,0,0,0,0,0,0,0,0,,,,16314,,5759,5759,,3719,8544,7720,0.5161,0.3575,,0.427
175263,8,2,2,0,0,0,0,0,0,0,0,0,,,,17315,,5630,5630,,3674,9047,7789,0.5455,0.335,,0.3353
175272,20,13,13,0,0,0,0,0,0,0,0,0,,0.665,0.664970541,21547,,9379,15302,,5852,7871,8687,0.648,0.2523,0.6067,
175281,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,15524,10144,10219,0.0888,,,
175315,4,2,4,0,0,0,0,1,0,0,0,0,,,,14643,,5417,5417,,3150,5857,7921,0.4628,0.3878,,0.1838
175342,19,10,14,1,0,0,0,0,0,0,0,0,,0.7861,0.78608545,22357,,6888,6888,,2793,7051,6707,0.7481,0.7547,0.3278,
175421,18,5,10,0,1,0,0,0,0,0,0,0,66,0.5912,0.591222031,34031,,24250,24250,,11836,3633,6331,0.8148,0.5862,0.4932,
175430,22,13,8,0,0,0,0,0,0,0,0,0,75,0.9952,0.995169082,20828,,11760,11760,,5644,7534,5087,0.678,0.4982,0.6092,
175494,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22303,,,10900,2318,1889,,,0.5242,,0.7647
175519,7,3,2,1,0,0,0,0,0,0,0,0,,,,7087,,2803,2803,,0,6644,4997,0.6303,0.7951,,0.2921
175528,10,3,1,0,0,0,0,0,0,0,0,0,,,,27237,,15980,15980,,10473,3179,3658,0.4242,0.9269,,0.4324
175573,1,3,3,0,0,0,0,0,0,0,0,0,,,,9465,,3180,5180,,1046,4274,4665,0.7529,0.5037,,0.4548
175607,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20945,,,18290,5873,2153,,,0.6765,,0.6389
175616,18,11,10,0,0,0,0,0,0,0,0,0,,0.8692,0.869169511,18668,,6859,6859,,4952,7349,6284,0.6295,0.4249,0.3963,
175643,4,3,3,0,0,0,0,0,0,0,0,0,,,,10127,,2790,4890,,458,4700,5265,0.594,0.5193,,0.4033
175652,5,3,3,0,1,0,0,0,0,0,0,0,,,,11591,,3240,6240,,1572,4272,5884,0.4712,0.5274,,0.4104
175698,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17601,,,13200,7084,1235,,,0.6038,,0.7143
175722,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21285,,,13900,17963,2343,,,0.8095,,1
175786,7,2,4,0,1,0,0,0,0,0,0,0,,,,10219,,3080,6120,,1554,6669,5244,1,0.5492,,0.2963
175810,8,3,3,0,1,0,0,0,0,0,0,0,,,,10070,,3110,5690,,1451,4899,5968,1,0.4974,,0.37
175829,1,3,3,0,0,0,0,0,0,0,0,0,,,,10969,,2840,5040,,3157,7205,6554,0.4898,0.4898,,0.4279
175856,16,11,13,1,0,0,0,0,0,0,0,0,,0.7173,0.717287488,22397,,7621,18314,,5545,9004,7246,0.6672,0.6076,0.3411,
175883,4,3,3,0,0,0,0,0,0,0,0,0,,,,10458,,3480,4480,,810,4864,6029,0.859,0.4423,,0.3345
175935,7,3,3,0,1,0,0,0,0,0,0,0,,,,10353,,2964,4044,,1576,6223,4975,0.6197,0.4049,,0.2784
175980,21,14,8,0,0,0,0,0,0,0,0,0,71,0.4895,0.489476146,52839,,38930,38930,,12323,13868,7631,0.8276,0.2373,0.6652,
176008,4,3,2,0,1,0,0,0,0,0,0,0,,,,7887,,3030,4638,,650,7022,5951,0.6098,0.701,,0.3599
176017,15,15,16,0,0,0,0,0,0,0,0,0,,0.8391,0.839113459,23606,,8300,23564,,10716,13377,8985,0.8219,0.2488,0.6007,
176035,19,13,10,0,0,0,0,0,0,0,0,0,,0.9802,0.980225989,18192,,6614,18155,,5227,7412,6206,0.6909,0.4128,0.4382,
176044,20,11,11,1,0,0,0,0,0,0,0,0,,0.8628,0.862770563,19071,,6422,6422,,2295,8983,5731,0.6761,0.6783,0.3,
176053,17,15,14,0,0,0,0,0,0,0,0,0,75,0.3903,0.390335846,30695,,17392,17392,,11221,7996,7297,0.5441,0.2935,0.5919,
176062,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,12388,,,12750,8301,3675,,,0.4615,,0.8947
176071,4,3,4,0,0,0,0,0,0,0,0,0,,,,12778,,3670,6770,,3251,6509,5396,0.628,0.4868,,0.3556
176080,15,13,16,0,0,0,0,0,0,0,0,0,,0.624,0.623989122,23483,,8318,22358,,7794,8159,8569,0.8638,0.3185,0.579,
176169,4,3,3,0,0,0,0,0,0,0,0,0,,,,12596,,3232,5932,,840,6327,5519,0.8462,0.5348,,0.3405
176178,4,3,4,0,0,0,0,0,0,0,0,0,,,,10740,,3000,5400,,1382,6379,5758,0.5829,0.4728,,0.2507
176239,5,3,3,0,0,0,0,0,0,0,0,0,,,,7623,,3500,5898,,576,5401,4755,1,0.4826,,0.2949
176318,21,14,8,1,0,0,0,0,0,0,0,0,71,0.4322,0.432212782,16102,,9700,9700,,10295,4290,4567,0.9318,0.7998,0.3882,
176336,24,5,6,0,1,0,0,0,0,0,0,0,54,,,6950,,5165,5165,,2447,2818,3365,,0.6444,1,
176354,4,3,2,0,1,0,0,0,0,0,0,0,,,,10076,,3200,5900,,1150,5266,6238,1,0.5827,,0.3996
176372,15,13,16,0,0,0,0,0,0,0,0,0,,0.9843,0.98430634,20866,,8218,10218,,6718,8878,7553,0.9882,0.4686,0.4674,
176390,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15289,,,13870,7372,3308,,,0.668,,0.5263
176406,21,11,8,1,0,0,0,0,0,0,0,0,76,0.7472,0.747193534,20918,,10600,10600,,8285,5319,4974,0.8553,0.8553,0.5,
176451,24,0,18,0,0,0,0,0,0,0,0,0,42,,,,,,,,9340,11502,4206,,,,
176479,17,9,13,0,0,0,0,0,0,0,0,0,54,0.4882,0.488215488,26640,,12300,12300,,12430,6947,6570,0.4566,0.5064,0.5694,
176600,24,0,18,0,0,0,0,0,0,0,0,0,30,,,,,,,,19246,15898,4743,0.4516,,,
176628,19,13,10,0,0,0,0,0,0,0,0,0,30,0.3886,0.388607595,37233,,28020,28020,,13190,8120,6478,0.4163,0.3826,0.4161,
176664,24,11,8,0,0,0,0,0,0,0,0,0,54,,,21481,,13850,13850,,8651,4044,4097,0.4242,0.5813,0.2958,
176716,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20364,,,17800,10339,3555,,,0.5684,,0.8214
176770,26,5,6,0,0,0,0,0,0,0,0,0,,1,1,20742,,11410,11410,,14457,9120,7041,0.438,0.3918,0.1765,
176789,24,9,7,0,0,0,0,0,0,0,0,0,79,0.7436,0.743589744,19130,,11152,11152,,10014,5960,4200,0.6042,0.4545,0.6667,
176798,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16875,,,8373,3096,6488,,,0.4528,,0.8333
176910,24,11,8,0,0,0,0,0,0,0,0,0,48,0.2135,0.213461538,24268,,13900,13900,,5342,4119,4017,0.6667,0.5932,0.52,
176947,22,13,11,0,0,0,0,0,0,0,0,0,71,0.9561,0.95,36760,,23770,23770,,18836,13160,6158,0.9886,0.3885,0.5267,
176965,18,13,13,0,0,0,0,0,0,0,0,0,,0.836,0.835984301,18309,,7520,14150,,6620,8906,7236,1,0.3209,0.4909,
176983,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.9091,0.909090909,,13386,,,6050,3104,22710,,,0.4471,,0.8545
177038,26,7,6,0,0,0,0,0,0,0,0,0,,0.8,0.8,33556,,14800,14800,,21946,9390,5540,0.7302,0.4615,1,
177056,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.8214,0.821428571,,23485,,,12723,14624,16282,,,0.3827,,0.8
177065,18,5,12,0,0,0,0,0,0,0,0,0,61,,,33112,,21936,21936,,7424,4831,7707,1,0.4793,0.2627,
177083,24,11,8,0,0,0,0,0,0,0,1,0,30,1,1,35522,,21526,21526,,22895,7506,4397,0.8571,0.2637,0.5714,
177092,24,0,18,0,0,0,0,0,0,0,0,0,68,,,,,,,,9497,23171,7546,1,,,
177117,23,10,8,0,0,0,0,0,0,0,0,1,,0.6409,0.640873016,29885,,20200,20200,,6091,24086,6470,0.8039,0.4167,0.6786,
177126,24,0,18,0,0,0,0,0,0,0,0,0,97,,,,,,,,7557,7107,7555,1,,,
177135,2,2,3,0,0,0,0,0,0,0,0,0,,,,9751,,2664,3840,,2510,5888,4786,0.2676,0.3669,,0.2853
177144,22,10,11,0,0,0,0,0,0,0,0,0,61,0.5466,0.546553809,37135,,26040,26040,,10464,4365,5634,0.6,0.38,0.4772,
177214,19,9,10,0,0,0,0,0,0,0,0,0,61,0.6608,0.660795169,36249,,27015,27015,,11023,6740,6488,1,0.4901,0.5451,
177250,2,2,2,0,0,0,0,0,0,0,0,0,,,,12216,,2592,4896,,2173,4505,5618,0.3846,0.4204,,0.2114
