id,ope8_id,ope6_id,name,city,state,zip,accreditor,school_url,price_calculator_url,main_campus,branches,region_id
166054,215400,2154,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,40,2445,New England Commission on Higher Education,www.hchc.edu,www.hchc.edu/assets/files/FinancialAid/npcalc.htm,1,1,1
166124,214100,2141,College of the Holy Cross,Worcester,40,1610,New England Commission on Higher Education,www.holycross.edu,www.holycross.edu/financial-aid/financial-aid-calculator,1,1,1
166133,217000,2170,Holyoke Community College,Holyoke,40,1040,New England Commission on Higher Education,www.hcc.edu,www.hcc.edu/PreBuilt/NetPriceCalculator/DC2/npcalc.htm,1,1,1
166391,215800,2158,Lasell College,Newton,40,2466,New England Commission on Higher Education,www.lasell.edu/,www.lasell.edu/tuition-and-aid/net-price-calculator.html,1,1,1
166407,633100,6331,Lawrence Memorial Hospital School of Nursing,Medford,40,2155,Accreditation Commission for Education in Nursing,www.lmregis.org,www.lmregis.org,1,1,1
166452,216000,2160,Lesley University,Cambridge,40,2138,New England Commission on Higher Education,www.lesley.edu,www.lesley.edu/services/financial_aid/calculator.html,1,1,1
166489,267104,2671,Longy School of Music of Bard College,Cambridge,40,2138,Middle States Commission on Higher Education,longy.edu,longy.edu/netpricecalc/npcalc.htm,0,3,1
166498,989900,9899,Lowell Academy Hairstyling Institute,Lowell,40,1852,National Accrediting Commission of Career Arts and Sciences,www.lowellacademy.com,www.lowellacademy.com,1,1,1
166513,216100,2161,University of Massachusetts-Lowell,Lowell,40,1854,New England Commission on Higher Education,www.uml.edu,https://uml.studentaidcalculator.com/welcome.aspx,1,1,1
166586,1206800,12068,Mansfield Beauty Schools-Springfield,Springfield,40,1103,,mansfieldbeautyschools.edu,mansfieldbeautyschools.edu/net-price-calculator/,1,1,1
166595,1204200,12042,Mansfield Beauty Schools-Quincy,Quincy,40,2169,,www.mansfieldbeautyschools.edu,mansfieldbeautyschools.edu/net-price-calculator/,1,1,1
166629,222100,2221,University of Massachusetts-Amherst,Amherst,40,1003,New England Commission on Higher Education,www.umass.edu,www.umass.edu/umfa/sites/default/files/netprice/npcalc.htm,1,1,1
166638,222200,2222,University of Massachusetts-Boston,Boston,40,2125,New England Commission on Higher Education,www.umb.edu,https://umb.studentaidcalculator.com/survey.aspx,1,1,1
166647,217100,2171,Massachusetts Bay Community College,Wellesley Hills,40,2481,New England Commission on Higher Education,www.massbay.edu,mbccweb.massbay.edu/netpricecalculator/,1,1,1
166656,216500,2165,MCPHS University,Boston,40,2115,New England Commission on Higher Education,www.mcphs.edu,www.mcphs.edu/admission-and-aid/financial-services/net-price-calculator,1,1,1
166674,218000,2180,Massachusetts College of Art and Design,Boston,40,2115,New England Commission on Higher Education,www.massart.edu,massart.edu/net-price-calculator,1,1,1
166683,217800,2178,Massachusetts Institute of Technology,Cambridge,40,2139,New England Commission on Higher Education,web.mit.edu/,sfs.mit.edu/access-affordability/net-price-calculator,1,1,1
166692,218100,2181,Massachusetts Maritime Academy,Buzzards Bay,40,2532,New England Commission on Higher Education,www.maritime.edu,www.maritime.edu/costs/,1,1,1
166708,975600,9756,University of Massachusetts Medical School Worcester,Worcester,40,1655,New England Commission on Higher Education,www.umassmed.edu,,1,1,1
166717,2163600,21636,William James College,Newton,40,2459,New England Commission on Higher Education,www.williamjames.edu,www.williamjames.edu,1,1,1
166805,2092100,20921,Massachusetts School of Barbering,Quincy,40,2169,Accrediting Commission of Career Schools and Colleges,massschoolofbarbering.com,massschoolofbarbering.com,1,1,1
166823,217700,2177,Massasoit Community College,Brockton,40,2302,New England Commission on Higher Education,www.massasoit.edu,www.massasoit.edu/students-and-parents/paying-for-college/net-price-calculator/index,1,1,1
166850,212000,2120,Merrimack College,North Andover,40,1845,New England Commission on Higher Education,https://www.merrimack.edu,www.collegecostcalculator.org/merrimack,1,1,1
166869,2231600,22316,MGH Institute of Health Professions,Boston,40,2129,New England Commission on Higher Education,www.mghihp.edu,www.mghihp.edu/current-students/osa/financial-aid/default.aspx,1,1,1
166887,993600,9936,Middlesex Community College,Bedford,40,1730,New England Commission on Higher Education,www.middlesex.mass.edu,https://www.middlesex.mass.edu/netpricecalc/,1,1,1
166911,2063000,20630,Montserrat College of Art,Beverly,40,1915,New England Commission on Higher Education,https://www.montserrat.edu/,https://www.montserrat.edu/admissions/tuition-and-financial-aid/net-price-calculator/,1,1,1
166939,219200,2192,Mount Holyoke College,South Hadley,40,1075,New England Commission on Higher Education,https://www.mtholyoke.edu,https://npc.collegeboard.org/app/mtholyoke,1,1,1
166948,219300,2193,Mount Ida College,Newton,40,2459,,www.mountida.edu,www.mountida.edu/admissions-aid/tuition-aid/,1,1,1
166957,217200,2172,Mount Wachusett Community College,Gardner,40,1440,New England Commission on Higher Education,MWCC.EDU,mwcc.edu/about-mwcc/public-disclosure/net-price-calculator/,1,1,1
167039,2339400,23394,Rob Roy Academy-New Bedford,New Bedford,40,2720,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com,www.rob-roy.com,1,1,1
167057,219400,2194,The New England Conservatory of Music,Boston,40,2115,New England Commission on Higher Education,necmusic.edu,https://necmusic.edu/modules/custom/NetPriceCalculator/index.html,1,1,1
167093,216400,2164,New England College of Optometry,Boston,40,2115,New England Commission on Higher Education,www.neco.edu,www.neco.edu,1,1,1
167215,891600,8916,New England Law-Boston,Boston,40,2116,American Bar Association,www.nesl.edu,,1,1,1
167224,2163500,21635,New England School of Photography,Waltham,40,2453,Accrediting Commission of Career Schools and Colleges,https://www.NESOP.edu,https://www.nesop.edu/npcalc.html,1,1,1
167251,748400,7484,Newbury College,Brookline,40,2445,New England Commission on Higher Education,www.newbury.edu,www.newbury.edu/admissions-and-aid/financial-aid-and-billing/financial-aid/net-price-calculator,1,1,1
167260,219700,2197,Nichols College,Dudley,40,1571,New England Commission on Higher Education,www.nichols.edu,nichols.studentaidcalculator.com/survey.aspx,1,1,1
167288,218700,2187,Massachusetts College of Liberal Arts,North Adams,40,1247,New England Commission on Higher Education,www.mcla.edu,www.mcla.edu/Admissions/npc/,1,1,1
167297,2197900,21979,North Bennet Street School,Boston,40,2109,Accrediting Commission of Career Schools and Colleges,www.nbss.edu,www.nbss.edu,1,1,1
167312,217300,2173,North Shore Community College,Danvers,40,1923,New England Commission on Higher Education,www.northshore.edu,www.northshore.edu/admissions/netPrice/,1,1,1
167358,219900,2199,Northeastern University,Boston,40,2115,New England Commission on Higher Education,www.northeastern.edu,https://studentfinance.northeastern.edu/financial-tools-and-calculators/,1,1,1
167376,217400,2174,Northern Essex Community College,Haverhill,40,1830,New England Commission on Higher Education,www.necc.mass.edu/,www.necc.mass.edu/afford/tuition-costs/estimating-costs/net-price-calculator/,1,1,1
167394,214000,2140,College of Our Lady of the Elms,Chicopee,40,1013,New England Commission on Higher Education,https://www.elms.edu,https://tcc.noellevitz.com/(S(fwtmfnosjzw40vqinl1pafji))/Elms%20College/Freshman-Students,1,1,1
167455,220100,2201,Pine Manor College,Chestnut Hill,40,2467,New England Commission on Higher Education,www.pmc.edu,https://www.pmc.edu/websites/pmc/np/npcalc.htm,1,1,1
167464,220200,2202,Pope St John XXIII National Seminary,Weston,40,2493,Commission on Accrediting of the Association of Theological Schools,www.psjs.edu,,1,1,1
167525,220500,2205,Quincy College,Quincy,40,2169,New England Commission on Higher Education,https://www.quincycollege.edu,https://www.quincycollege.edu/netprice/npcalc.htm,1,1,1
167534,217500,2175,Quinsigamond Community College,Worcester,40,1606,New England Commission on Higher Education,www.qcc.edu,www.qcc.edu/federal-net-price-calculator,1,1,1
167598,220600,2206,Regis College,Weston,40,2493,New England Commission on Higher Education,www.regiscollege.edu,https://regiscollege.studentaidcalculator.com/survey.aspx,1,1,1
167631,1193000,11930,Roxbury Community College,Roxbury Crossing,40,2120,New England Commission on Higher Education,www.rcc.mass.edu,www.rcc.mass.edu/netpricecalc/,1,1,1
167677,221400,2214,Saint John's Seminary,Brighton,40,2135,New England Commission on Higher Education,www.sjs.edu,www.sjs.edu,1,1,1
167729,218800,2188,Salem State University,Salem,40,1970,New England Commission on Higher Education,www.salemstate.edu,https://www.salemstate.edu/campus-life/student-navigation-center/financial-aid/net-price-calculator,1,1,1
167738,466600,4666,Salter College-West Boylston,West Boylston,40,1583,,www.salter.edu,schooliya.com/peg/WestBoylston/netpricecalc.html,1,6,1
167783,220800,2208,Simmons University,Boston,40,2115,New England Commission on Higher Education,www.simmons.edu,https://npc.collegeboard.org/student/app/simmons,1,1,1
167792,964500,9645,Bard College at Simon's Rock,Great Barrington,40,1230,New England Commission on Higher Education,www.simons-rock.edu/,www.simons-rock.edu/admission/tuition-and-financial-aid/netpricecalculator,1,1,1
167835,220900,2209,Smith College,Northampton,40,1063,New England Commission on Higher Education,www.smith.edu,https://npc.collegeboard.org/student/app/smith,1,1,1
167871,1238600,12386,Southeastern Technical Institute,South Easton,40,2375,Council on Occupational Education,www.stitech.edu,www.stitech.edu,1,1,1
167899,221100,2211,Springfield College,Springfield,40,1109,New England Commission on Higher Education,www.springfield.edu/,https://springfield.edu/admissions/undergraduate-admissions/net-price-calculator,1,1,1
167905,807800,8078,Springfield Technical Community College,Springfield,40,1105,New England Commission on Higher Education,www.stcc.edu,https://www.aidcalc.com/stcc,1,1,1
167987,221000,2210,University of Massachusetts-Dartmouth,North Dartmouth,40,2747,New England Commission on Higher Education,www.umassd.edu,https://umassd.studentaidcalculator.com/survey.aspx,1,1,1
167996,221700,2217,Stonehill College,Easton,40,2357,New England Commission on Higher Education,https://www.stonehill.edu,https://www.stonehill.edu/financial-aid/cost-of-attendance/net-price-calculator/,1,1,1
168005,221800,2218,Suffolk University,Boston,40,2108,New England Commission on Higher Education,www.suffolk.edu,https://suffolk.studentaidcalculator.com/survey.aspx,1,1,1
168032,2137000,21370,Rob Roy Academy-Taunton,Taunton,40,2780,National Accrediting Commission of Career Arts and Sciences,www.rob-roy.com,www.rob-roy.com,1,1,1
168148,221900,2219,Tufts University,Medford,40,2155,New England Commission on Higher Education,www.tufts.edu,https://npc.collegeboard.org/student/app/tufts,1,1,1
168218,222400,2224,Wellesley College,Wellesley,40,2481,New England Commission on Higher Education,www.wellesley.edu,https://npc.collegeboard.org/student/app/wellesley,1,1,1
168227,222500,2225,Wentworth Institute of Technology,Boston,40,2115,New England Commission on Higher Education,https://WIT.EDU,https://wit.studentaidcalculator.com/survey.aspx,1,1,1
168254,222600,2226,Western New England University,Springfield,40,1119,New England Commission on Higher Education,www1.wne.edu,www1.wne.edu/student-administrative-services/billing-and-finances/finance-calculator.cfm,1,1,1
168263,218900,2189,Westfield State University,Westfield,40,1086,New England Commission on Higher Education,www.westfield.ma.edu,www.westfield.ma.edu/netprice/,1,1,1
168281,222700,2227,Wheaton College,Norton,40,2766,New England Commission on Higher Education,www.wheatoncollege.edu,https://npc.collegeboard.org/student/app/wheatoncollege,1,1,1
168290,222800,2228,Wheelock College,Boston,40,2215,New England Commission on Higher Education,www.bu.edu/wheelock/,https://www.bu.edu/finaid/aid-basics/cost-of-education/net-price-calculator/,1,1,1
168342,222900,2229,Williams College,Williamstown,40,1267,New England Commission on Higher Education,https://www.williams.edu,https://npc.collegeboard.org/student/app/williams,1,1,1
168421,223300,2233,Worcester Polytechnic Institute,Worcester,40,1609,New England Commission on Higher Education,https://www.wpi.edu/,https://www.wpi.edu/admissions/tuition-aid/financial-need/net-price-calculator,1,1,1
168430,219000,2190,Worcester State University,Worcester,40,1602,New England Commission on Higher Education,https://www.worcester.edu,https://www.worcester.edu/NetPriceCalculator/npcalc.htm,1,1,1
168528,223400,2234,Adrian College,Adrian,53,49221,Higher Learning Commission,www.adrian.edu,adrian.edu/admissions/financial-aid/financial-aid-calculator/,1,1,3
168546,223500,2235,Albion College,Albion,53,49224,Higher Learning Commission,www.albion.edu,www.albion.edu/admission/student-financial-services/net-price-calculator,1,1,3
168555,2595700,25957,Hillsdale Beauty College,Hillsdale,53,49242,National Accrediting Commission of Career Arts and Sciences,www.hillsdalebeautycollege.com,www.hillsdalebeautycollege.com,1,1,3
168573,3124000,31240,Northwestern Technological Institute,Southfield,53,48075,Accrediting Commission of Career Schools and Colleges,www.northwesterntech.edu,www.northwesterntech.edu,1,1,3
168591,223600,2236,Alma College,Alma,53,48801,Higher Learning Commission,alma.edu,alma.edu/admissions/financial-aid/aid-calculators/net-price-calculator.php,1,1,3
168607,223700,2237,Alpena Community College,Alpena,53,49707,Higher Learning Commission,www.alpenacc.edu,www.alpenacc.edu,1,1,3
168740,223800,2238,Andrews University,Berrien Springs,53,49104,Higher Learning Commission,www.andrews.edu,www.andrews.edu/go/npc,1,1,3
168786,223900,2239,Aquinas College,Grand Rapids,53,49506,Higher Learning Commission,www.aquinas.edu,https://www.aquinas.edu/resources/student-resources/financial-aid/net-price-calculator,1,1,3
168847,467300,4673,Baker College,Flint,53,48507,Higher Learning Commission,www.baker.edu,https://baker.studentaidcalculator.com/survey.aspx,1,10,3
168883,224000,2240,Bay de Noc Community College,Escanaba,53,49829,Higher Learning Commission,https://www.baycollege.edu,https://mybay.baycollege.edu//ics/ClientConfig/CustomContent/NetPriceCalculator/npcalc.htm,1,1,3
168892,2285700,22857,Bayshire Academy of Beauty Craft Inc,Bay City,53,48708,National Accrediting Commission of Career Arts and Sciences,www.bayshirebeautyacademy.edu,www.bayshirebeautyacademy.edu,1,1,3
169071,3109701,31097,Cadillac Institute of Cosmetology,Cadillac,53,49601,,instituteofcos.net,instituteofcos.net/netprice/npcalc.htm,0,2,3
169080,224100,2241,Calvin College,Grand Rapids,53,49546,Higher Learning Commission,www.calvin.edu,https://calvin.studentaidcalculator.com/survey.aspx,1,1,3
169099,224200,2242,Calvin Theological Seminary,Grand Rapids,53,49546,Commission on Accrediting of the Association of Theological Schools,www.calvinseminary.edu,calvinseminary.edu/admissions/financial-aid/costs/,1,1,3
169187,761700,7617,Carnegie Institute,Troy,53,48083,Accrediting Commission of Career Schools and Colleges,www.carnegie-institute.edu,www.carnegie-institute.edu,1,1,3
169220,2198900,21989,Michigan School of Psychology,Farmington Hills,53,48334,Higher Learning Commission,www.msp.edu,www.mispp.edu/index.php?option=com_content&task=view&id=115&Itemid=1029,1,1,3
169248,224300,2243,Central Michigan University,Mount Pleasant,53,48859,Higher Learning Commission,https://www.cmich.edu,https://netconnect.cmich.edu/netpricecalculator,1,1,3
169275,226100,2261,Mott Community College,Flint,53,48503,Higher Learning Commission,https://www.mcc.edu,https://www.mcc.edu/financial_aid/netpricecalc/fa_npcalc.shtml,1,1,3
169284,817800,8178,Empire Beauty School-Michigan,Grand Rapids,53,49544,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,www.empire.edu/net-price-calculator,1,8,3
169327,224600,2246,Cleary University,Howell,53,48843,Higher Learning Commission,www.cleary.edu,www.cleary.edu/npcalc.htm,1,1,3
169363,384256,3842,Concordia University-Ann Arbor,Ann Arbor,53,48105,Higher Learning Commission,https://www.cuaa.edu,https://www.cuaa.edu/netpricecalc,0,2,3
169424,224800,2248,Cranbrook Academy of Art,Bloomfield Hills,53,48304,Higher Learning Commission,https://cranbrookart.edu/,www.cranbrookart.edu,1,1,3
169442,677100,6771,College for Creative Studies,Detroit,53,48202,Higher Learning Commission,https://www.collegeforcreativestudies.edu,https://www.collegeforcreativestudies.edu/admissions/tuition-and-aid/undergraduate-tuition-and-financial-aid/net-price-calculator,1,1,3
169479,224900,2249,Davenport University,Grand Rapids,53,49512,Higher Learning Commission,www.davenport.edu,https://davenport.studentaidcalculator.com/survey.aspx,1,14,3
169503,1082700,10827,David Pressley School of Cosmetology,Royal Oak,53,48067,National Accrediting Commission of Career Arts and Sciences,davidpressleyschool.com,www.davidpressleyschool.com/financial-aid-calculator,1,1,3
169521,225100,2251,Delta College,University Center,53,48710,Higher Learning Commission,www.delta.edu,https://apps.delta.edu/NetPriceCalc/npcalc.htm,1,1,3
169576,3005700,30057,Detroit Business Institute-Downriver,Riverview,53,48193,Accrediting Commission of Career Schools and Colleges,www.dbidownriver.edu,www.dbidownriver.com/NetPrice/npcalc.htm,1,1,3
169628,225400,2254,Michigan State University-College of Law,East Lansing,53,48824,American Bar Association,www.law.msu.edu,www.law.msu.edu/acctg/calculator.php,1,1,3
169655,2060300,20603,MIAT College of Technology,Canton,53,48188,Accrediting Commission of Career Schools and Colleges,www.miat.edu,www.miat.edu/net-price-calculator/,1,1,3
169716,232300,2323,University of Detroit Mercy,Detroit,53,48221,Higher Learning Commission,www.udmercy.edu,www.udmercy.edu/admission/financial-aid/cost/netprice-calc.php,1,1,3
169734,469202,4692,Dorsey Business Schools-Madison Heights,Madison Heights,53,48071,,www.dorsey.edu,www.dorsey.edu/npcalc.htm,0,10,3
169761,469200,4692,Dorsey Business Schools-Southgate,Southgate,53,48195,,www.dorsey.edu,www.dorsey.edu/npcalc.htm,1,10,3
169798,225900,2259,Eastern Michigan University,Ypsilanti,53,48197,Higher Learning Commission,www.emich.edu,www.emich.edu/finaid/calculator/,1,1,3
169813,4055300,40553,Creative Hair School of Cosmetology,Flint,53,48507,National Accrediting Commission of Career Arts and Sciences,creativehairschool.com,creativehairschool.com/net-price-calculator/,1,1,3
169910,226000,2260,Ferris State University,Big Rapids,53,49307,Higher Learning Commission,www.ferris.edu/,www.ferris.edu/admissions/financialaid/NetPriceCalculator.htm,1,1,3
169947,1109800,11098,Flint Institute of Barbering Inc,Flint,53,48504,Accrediting Commission of Career Schools and Colleges,www.flintinstituteofbarberinginc.com,www.flintinstituteofbarberinginc.com,1,1,3
169974,226300,2263,Glen Oaks Community College,Centreville,53,49032,Higher Learning Commission,www.glenoaks.edu/,www.glenoaks.edu/student-services/net-price-calculator/,1,1,3
169983,226200,2262,Kettering University,Flint,53,48504,Higher Learning Commission,https://www.kettering.edu/,https://www.kettering.edu/undergraduate-admissions/financial-aid,1,1,3
169992,226400,2264,Gogebic Community College,Ironwood,53,49938,Higher Learning Commission,www.gogebic.edu,https://www.gogebic.edu/financial_aid/financialaid.html,1,1,3
170000,226500,2265,Grace Christian University,Wyoming,53,49509,Association for Bibical Higher Educaiton,www.gracechristian.edu/,www.gbcol.edu/admissions/traditional/financial-aid/net-price-calculator,1,1,3
170037,226600,2266,Cornerstone University,Grand Rapids,53,49525,Higher Learning Commission,www.cornerstone.edu,www.cornerstone.edu/tuition-calculator,1,1,3
170055,226700,2267,Grand Rapids Community College,Grand Rapids,53,49503,Higher Learning Commission,https://www.grcc.edu,https://cms.grcc.edu/aboutus/studentconsumerinformation/netpricecalculator,1,1,3
170082,226800,2268,Grand Valley State University,Allendale,53,49401,Higher Learning Commission,www.gvsu.edu,www.gvsu.edu/financialaid/netprice,1,1,3
170091,226900,2269,Great Lakes Christian College,Lansing,53,48917,Higher Learning Commission,www.glcc.edu,www.glcc.edu,1,1,3
170240,227000,2270,Henry Ford College,Dearborn,53,48128,Higher Learning Commission,https://www.hfcc.edu,https://www.hfcc.edu/files/netprice/npcalc.htm,1,1,3
170301,227300,2273,Hope College,Holland,53,49422,Higher Learning Commission,https://www.hope.edu,https://www.hope.edu/admiss/npc/npcalc.htm,1,1,3
170444,227400,2274,Jackson College,Jackson,53,49201,Higher Learning Commission,www.jccmi.edu,https://www.jccmi.edu/financial-aid/net-price-calculator/,1,1,3
170532,227500,2275,Kalamazoo College,Kalamazoo,53,49006,Higher Learning Commission,www.kzoo.edu,www.kzoo.edu/admission/index.php?p=npc,1,1,3
170541,694900,6949,Kalamazoo Valley Community College,Kalamazoo,53,49003,Higher Learning Commission,https://www.kvcc.edu,https://www.kvcc.edu/NetPrice/npcalc.htm,1,1,3
170550,227600,2276,Kellogg Community College,Battle Creek,53,49017,Higher Learning Commission,www.kellogg.edu,www.kellogg.edu/admissions/financial-aid/general-information/net-price-calculator/,1,1,3
170587,717100,7171,Kirtland Community College,Roscommon,53,48653,Higher Learning Commission,www.kirtland.edu,www.kirtland.edu/static/net-price-calculator,1,1,3
170611,2324500,23245,Michigan College of Beauty-Monroe,Monroe,53,48161,National Accrediting Commission of Career Arts and Sciences,MichiganCollegeBeauty.com,michigancollegebeauty.com,1,1,3
170620,227700,2277,Lake Michigan College,Benton Harbor,53,49022,Higher Learning Commission,https://www.lakemichigancollege.edu,https://www.lakemichigancollege.edu/NetPrice/npcalc.htm,1,1,3
170639,229300,2293,Lake Superior State University,Sault Ste Marie,53,49783,Higher Learning Commission,www.lssu.edu,www.lssu.edu/financial-aid/net-price-calculator/,1,1,3
170657,227800,2278,Lansing Community College,Lansing,53,48901,Higher Learning Commission,www.lcc.edu,lcc.edu/admissions-financial-aid/tuition-and-costs/the-calculator.html,1,1,3
170675,227900,2279,Lawrence Technological University,Southfield,53,48075,Higher Learning Commission,www.ltu.edu,www.ltu.edu/financial_aid/netprice.asp,1,1,3
170736,1321800,13218,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,53,48858,National Accrediting Commission of Career Arts and Sciences,mjmbc.net/,mjmbc.net,1,1,3
170790,890600,8906,Macomb Community College,Warren,53,48088,Higher Learning Commission,www.macomb.edu,www.macomb.edu,1,1,3
170806,228200,2282,Madonna University,Livonia,53,48150,Higher Learning Commission,https://www.madonna.edu,https://ww4.madonna.edu/NetPriceCalc_17/npcalc.htm,1,1,3
170842,228400,2284,Marygrove College,Detroit,53,48221,Higher Learning Commission,https://www.marygrove.edu,https://npc.collegeboard.org/student/app/marygrove,1,1,3
170967,228800,2288,Rochester College,Rochester Hills,53,48307,Higher Learning Commission,www.rc.edu,www.rc.edu/admissions/financial-services/cost-of-college/,1,1,3
170976,232500,2325,University of Michigan-Ann Arbor,Ann Arbor,53,48109,Higher Learning Commission,www.umich.edu,https://npc.collegeboard.org/student/app/umich,1,1,3
171012,2361500,23615,Michigan Barber School Inc,Detroit,53,48204,Accrediting Commission of Career Schools and Colleges,michiganbarberschool.org,michiganbarberschool.org,1,1,3
171100,229000,2290,Michigan State University,East Lansing,53,48824,Higher Learning Commission,https://www.msu.edu,https://finaid.msu.edu/calc.asp,1,1,3
171128,229200,2292,Michigan Technological University,Houghton,53,49931,Higher Learning Commission,www.mtu.edu,www.mtu.edu/admissions/tuition/calculator/,1,1,3
171137,232600,2326,University of Michigan-Dearborn,Dearborn,53,48128,Higher Learning Commission,https://umdearborn.edu/,https://umdearborn.edu/students/financial-aid/calculators/net-price-calculator,1,1,3
171146,232700,2327,University of Michigan-Flint,Flint,53,48502,Higher Learning Commission,www.umflint.edu,www.umflint.edu/finaid/net-price-calculator,1,1,3
171155,676800,6768,Mid Michigan College,Harrison,53,48625,Higher Learning Commission,www.midmich.edu,www.midmich.edu/?gid=2&sid=32&pid=2869,1,1,3
171225,229400,2294,Monroe County Community College,Monroe,53,48161,Higher Learning Commission,www.monroeccc.edu,www.monroeccc.edu/financialaid/netprice/npcalc.htm,1,1,3
171234,229500,2295,Montcalm Community College,Sidney,53,48885,Higher Learning Commission,www.montcalm.edu,www.montcalm.edu/financial-aid,1,1,3
171261,2158600,21586,Mr Bela's School of Cosmetology Inc,Warren,53,48091,,www.mrbelas.com,www.mrbelas.com,1,1,3
171304,229700,2297,Muskegon Community College,Muskegon,53,49442,Higher Learning Commission,www.muskegoncc.edu,www.muskegoncc.edu/financial-aid/net-price-calculator/,1,1,3
171322,982800,9828,Altierus Career Education-Southfield,Southfield,53,48033,,https://www.altierus.edu,https://www.altierus.edu/npc,1,7,3
171395,229900,2299,North Central Michigan College,Petoskey,53,49770,Higher Learning Commission,www.ncmich.edu,www.ncmich.edu,1,1,3
171456,230100,2301,Northern Michigan University,Marquette,53,49855,Higher Learning Commission,www.nmu.edu,www.nmu.edu/financialaidtoolbox/PriceCalculators,1,1,3
171483,230200,2302,Northwestern Michigan College,Traverse City,53,49686,Higher Learning Commission,https://www.nmc.edu/,https://www.nmc.edu/financial-aid/net-price-calculator/index.html,1,1,3
171492,407200,4072,Northwood University,Midland,53,48640,Higher Learning Commission,www.northwood.edu,www.northwood.edu/webapps/finaid/coa/,1,1,3
171535,230300,2303,Oakland Community College,Bloomfield Hills,53,48304,Higher Learning Commission,https://www.oaklandcc.edu,https://www.oaklandcc.edu/finaid/default.aspx,1,1,3
171571,230700,2307,Oakland University,Rochester Hills,53,48309,Higher Learning Commission,www.oakland.edu,www.oakland.edu/npc,1,1,3
171599,230800,2308,Olivet College,Olivet,53,49076,Higher Learning Commission,https://www.olivetcollege.edu,https://www.olivetcollege.edu/undergraduate/tuition-financial-aid/net-price-calculator/,1,1,3
171775,894600,8946,Port Huron Cosmetology College,Waterford,53,48329,National Accrediting Commission of Career Arts and Sciences,www.michigancollegeofbeauty.com/,nces.ed.gov/ipeds/netpricecalculator,1,1,3
171881,231100,2311,Kuyper College,Grand Rapids,53,49525,Higher Learning Commission,www.kuyper.edu,www.kuyper.edu/tuition-and-financial-aid/tuition-and-fees/net-price-calc/,1,1,3
171988,2533600,25336,Ross Medical Education Center-Lansing,Lansing,53,48917,Accrediting Bureau of Health Education Schools,www.rosseducation.edu,www.rosseducation.edu,1,7,3
171997,2180100,21801,Ross Medical Education Center-Madison Heights,Madison Heights,53,48071,Accrediting Bureau of Health Education Schools,www.rosseducation.edu,www.rosseducation.edu,1,7,3
172015,2099700,20997,Ross Medical Education Center-Flint,Flint,53,48507,Accrediting Bureau of Health Education Schools,www.rosseducation.edu,www.rosseducation.edu,1,9,3
172033,231300,2313,Sacred Heart Major Seminary,Detroit,53,48206,Higher Learning Commission,www.shms.edu,calc.shms.edu/,1,1,3
172051,231400,2314,Saginaw Valley State University,University Center,53,48710,Higher Learning Commission,www.svsu.edu,https://webtech.svsu.edu/NetPriceCalculator/,1,1,3
172200,231500,2315,Schoolcraft College,Livonia,53,48152,Higher Learning Commission,www.schoolcraft.edu,www.schoolcraft.edu/tuition/calculators/net-price-calculator,1,1,3
172264,231600,2316,Siena Heights University,Adrian,53,49221,Higher Learning Commission,www.sienaheights.edu,sienaheights.edu/FinancialAid/NetPriceCalculator.aspx,1,1,3
172291,231000,2310,St Clair County Community College,Port Huron,53,48061,Higher Learning Commission,www.sc4.edu,www.sc4.edu/Assets/NetPrice/npcalc.htm,1,1,3
172307,231700,2317,Southwestern Michigan College,Dowagiac,53,49047,Higher Learning Commission,www.swmich.edu,www.swmich.edu/smart/tuition-costs,1,1,3
172325,2237800,22378,Specs Howard School of Media Arts,Southfield,53,48075,Accrediting Commission of Career Schools and Colleges,www.specshoward.edu,www.specshoward.us/NetPriceCalculator/npcalc.htm,1,1,3
172334,231800,2318,Spring Arbor University,Spring Arbor,53,49283,Higher Learning Commission,www.arbor.edu,www.arbor.edu/admissions/financial-aid/undergrad-finaid/netprice/,1,1,3
172422,2618400,26184,Michigan Career and Technical Institute,Plainwell,53,49080,Council on Occupational Education,www.michigan.gov/MCTI,www.michigan.gov/MCTI,1,1,3
172440,232200,2322,Finlandia University,Hancock,53,49930,Higher Learning Commission,www.finlandia.edu,www.finlandia.edu/financial-aid-calculator/,1,1,3
172477,1262700,12627,Western Michigan University-Thomas M. Cooley Law School,Lansing,53,48901,American Bar Association,www.cooley.edu,www.cooley.edu/prospective/cost.html NOT REQUIRED FOR OUR INSTITUTION,1,1,3
172495,3075200,30752,Twin City Beauty College,Saint Joseph,53,49085,National Accrediting Commission of Career Arts and Sciences,WWW.TCBEAUTYCOLLEGE.COM,tcbeautycollege.com/net/npcalc.htm,1,1,3
172608,407100,4071,Walsh College,Troy,53,48083,Higher Learning Commission,www.walshcollege.edu,www.walshcollege.edu/netpricecalculator,1,1,3
172617,232800,2328,Washtenaw Community College,Ann Arbor,53,48105,Higher Learning Commission,www.wccnet.edu,www.wccnet.edu/studentconnection/net-price-calculator,1,1,3
172635,923000,9230,Wayne County Community College District,Detroit,53,48226,Higher Learning Commission,www.wcccd.edu,www.wcccd.edu/dept/FinancialAid_calculator.htm,1,1,3
