zip,type,city,state,county,timezone,world_region,country,latitude,longitude,irs_estimated_population_2015
14729,STANDARD,East Otto,19,Cattaraugus County,America/New_York,,US,42.4,-78.74,720
14730,PO BOX,East Randolph,19,Cattaraugus County,America/New_York,,US,42.17,-78.95,108
14731,STANDARD,Ellicottville,19,Cattaraugus County,America/New_York,,US,42.27,-78.67,1220
14732,PO BOX,Ellington,19,Chautauqua County,America/New_York,,US,42.23,-79.12,295
14733,STANDARD,Falconer,19,Chautauqua County,America/New_York,,US,42.11,-79.19,3440
14735,STANDARD,Fillmore,19,Allegany County,America/New_York,,US,42.46,-78.11,2270
14736,STANDARD,Findley Lake,19,Chautauqua County,America/New_York,,US,42.14,-79.75,440
14737,STANDARD,Franklinville,19,Cattaraugus County,America/New_York,,US,42.33,-78.45,3270
14738,STANDARD,Frewsburg,19,Chautauqua County,America/New_York,,US,42.05,-79.16,3140
14739,STANDARD,Friendship,19,Allegany County,America/New_York,,US,42.2,-78.14,2230
14740,STANDARD,Gerry,19,Chautauqua County,America/New_York,,US,42.22,-79.18,1020
14741,STANDARD,Great Valley,19,Cattaraugus County,America/New_York,,US,42.21,-78.59,1630
14742,PO BOX,Greenhurst,19,Chautauqua County,America/New_York,,US,42.12,-79.31,305
14743,STANDARD,Hinsdale,19,Cattaraugus County,America/New_York,,US,42.16,-78.38,1530
14744,STANDARD,Houghton,19,Allegany County,America/New_York,,US,42.42,-78.16,1000
14745,PO BOX,Hume,19,Allegany County,America/New_York,,US,42.47,-78.14,139
14747,STANDARD,Kennedy,19,Chautauqua County,America/New_York,,US,42.14,-79.07,1930
14748,STANDARD,Kill Buck,19,Cattaraugus County,America/New_York,,US,42.14,-78.61,580
14750,STANDARD,Lakewood,19,Chautauqua County,America/New_York,,US,42.1,-79.32,4150
14751,PO BOX,Leon,19,Cattaraugus County,America/New_York,,US,42.3,-79,96
14752,PO BOX,Lily Dale,19,Chautauqua County,America/New_York,,US,42.35,-79.32,159
14753,STANDARD,Limestone,19,Cattaraugus County,America/New_York,,US,42.02,-78.63,930
14754,STANDARD,Little Genesee,19,Allegany County,America/New_York,,US,42.02,-78.23,570
14755,STANDARD,Little Valley,19,Cattaraugus County,America/New_York,,US,42.24,-78.79,2240
14756,PO BOX,Maple Springs,19,Chautauqua County,America/New_York,,US,42.2,-79.42,111
14757,STANDARD,Mayville,19,Chautauqua County,America/New_York,,US,42.25,-79.5,2700
14758,PO BOX,Niobe,19,Chautauqua County,America/New_York,,US,42.01,-79.45,0
14760,STANDARD,Olean,19,Cattaraugus County,America/New_York,,US,42.08,-78.43,14960
14766,PO BOX,Otto,19,Cattaraugus County,America/New_York,,US,42.39,-78.83,131
14767,STANDARD,Panama,19,Chautauqua County,America/New_York,,US,42.07,-79.48,1700
14769,STANDARD,Portland,19,Chautauqua County,America/New_York,,US,42.37,-79.47,750
14770,STANDARD,Portville,19,Cattaraugus County,America/New_York,,US,42.03,-78.33,2490
14772,STANDARD,Randolph,19,Cattaraugus County,America/New_York,,US,42.16,-78.97,3420
14774,PO BOX,Richburg,19,Allegany County,America/New_York,,US,42.09,-78.15,305
14775,STANDARD,Ripley,19,Chautauqua County,America/New_York,,US,42.26,-79.71,2190
14777,STANDARD,Rushford,19,Allegany County,America/New_York,,US,42.39,-78.27,540
14778,PO BOX,Saint Bonaventure,19,Cattaraugus County,America/New_York,,US,42.08,-78.48,43
14779,STANDARD,Salamanca,19,Cattaraugus County,America/New_York,,US,42.16,-78.72,5620
14781,STANDARD,Sherman,19,Chautauqua County,America/New_York,,US,42.16,-79.59,1840
14782,STANDARD,Sinclairville,19,Chautauqua County,America/New_York,,US,42.26,-79.25,1890
14783,PO BOX,Steamburg,19,Cattaraugus County,America/New_York,,US,42.08,-78.89,366
14784,STANDARD,Stockton,19,Chautauqua County,America/New_York,,US,42.31,-79.38,820
14785,PO BOX,Stow,19,Chautauqua County,America/New_York,,US,42.15,-79.41,174
14786,PO BOX,West Clarksville,19,Allegany County,America/New_York,,US,42.13,-78.25,222
14787,STANDARD,Westfield,19,Chautauqua County,America/New_York,,US,42.32,-79.57,4140
14788,PO BOX,Westons Mills,19,Cattaraugus County,America/New_York,,US,42.06,-78.38,248
14801,STANDARD,Addison,19,Steuben County,America/New_York,,US,42.1,-77.23,4570
14802,STANDARD,Alfred,19,Allegany County,America/New_York,,US,42.25,-77.79,640
14803,STANDARD,Alfred Station,19,Allegany County,America/New_York,,US,42.24,-77.81,1080
14804,STANDARD,Almond,19,Allegany County,America/New_York,,US,42.32,-77.85,1230
14805,STANDARD,Alpine,19,Schuyler County,America/New_York,,US,42.31,-76.72,980
14806,STANDARD,Andover,19,Allegany County,America/New_York,,US,42.15,-77.79,1940
14807,STANDARD,Arkport,19,Steuben County,America/New_York,,US,42.39,-77.69,2600
14808,STANDARD,Atlanta,19,Steuben County,America/New_York,,US,42.56,-77.47,540
14809,STANDARD,Avoca,19,Steuben County,America/New_York,,US,42.4,-77.42,2170
14810,STANDARD,Bath,19,Steuben County,America/New_York,,US,42.33,-77.31,9250
14812,STANDARD,Beaver Dams,19,Schuyler County,America/New_York,,US,42.29,-76.96,3020
14813,STANDARD,Belmont,19,Allegany County,America/New_York,,US,42.22,-78.03,1980
14814,STANDARD,Big Flats,19,Chemung County,America/New_York,,US,42.13,-76.93,1930
14815,STANDARD,Bradford,19,Schuyler County,America/New_York,,US,42.37,-77.1,810
14816,STANDARD,Breesport,19,Chemung County,America/New_York,,US,42.17,-76.73,630
14817,STANDARD,Brooktondale,19,Tompkins County,America/New_York,,US,42.38,-76.39,2280
14818,STANDARD,Burdett,19,Schuyler County,America/New_York,,US,42.41,-76.84,1610
14819,STANDARD,Cameron,19,Steuben County,America/New_York,,US,42.19,-77.4,580
14820,STANDARD,Cameron Mills,19,Steuben County,America/New_York,,US,42.18,-77.36,560
14821,STANDARD,Campbell,19,Steuben County,America/New_York,,US,42.23,-77.19,2910
14822,STANDARD,Canaseraga,19,Allegany County,America/New_York,,US,42.46,-77.77,940
14823,STANDARD,Canisteo,19,Steuben County,America/New_York,,US,42.27,-77.6,3260
14824,STANDARD,Cayuta,19,Schuyler County,America/New_York,,US,42.28,-76.69,610
14825,STANDARD,Chemung,19,Chemung County,America/New_York,,US,42.06,-76.62,740
14826,STANDARD,Cohocton,19,Steuben County,America/New_York,,US,42.5,-77.5,1700
14827,PO BOX,Coopers Plains,19,Steuben County,America/New_York,,US,42.18,-77.14,278
14830,STANDARD,Corning,19,Steuben County,America/New_York,,US,42.14,-77.05,17490
14831,UNIQUE,Corning,19,Steuben County,America/New_York,,US,42.14,-77.05,25
14836,STANDARD,Dalton,19,Livingston County,America/New_York,,US,42.54,-77.89,870
14837,STANDARD,Dundee,19,Yates County,America/New_York,,US,42.52,-76.97,4400
14838,STANDARD,Erin,19,Chemung County,America/New_York,,US,42.18,-76.67,1740
14839,STANDARD,Greenwood,19,Steuben County,America/New_York,,US,42.13,-77.64,630
14840,STANDARD,Hammondsport,19,Steuben County,America/New_York,,US,42.4,-77.22,2680
14841,STANDARD,Hector,19,Schuyler County,America/New_York,,US,42.5,-76.87,810
14842,STANDARD,Himrod,19,Yates County,America/New_York,,US,42.58,-76.95,740
14843,STANDARD,Hornell,19,Steuben County,America/New_York,,US,42.32,-77.66,10650
14845,STANDARD,Horseheads,19,Chemung County,America/New_York,,US,42.16,-76.82,19040
14846,STANDARD,Hunt,19,Livingston County,America/New_York,,US,42.52,-77.98,590
14847,STANDARD,Interlaken,19,Seneca County,America/New_York,,US,42.61,-76.72,2110
14850,STANDARD,Ithaca,19,Tompkins County,America/New_York,,US,42.44,-76.5,38730
14851,PO BOX,Ithaca,19,Tompkins County,America/New_York,,US,42.44,-76.5,442
14852,PO BOX,Ithaca,19,Tompkins County,America/New_York,,US,42.44,-76.5,377
14853,STANDARD,Ithaca,19,Tompkins County,America/New_York,,US,42.45,-76.48,160
14854,PO BOX,Jacksonville,19,Tompkins County,America/New_York,,US,42.51,-76.61,209
14855,STANDARD,Jasper,19,Steuben County,America/New_York,,US,42.12,-77.5,930
14856,PO BOX,Kanona,19,Steuben County,America/New_York,,US,42.38,-77.37,229
14857,PO BOX,Lakemont,19,Yates County,America/New_York,,US,42.51,-76.92,104
14858,STANDARD,Lindley,19,Steuben County,America/New_York,,US,42.02,-77.14,1450
14859,STANDARD,Lockwood,19,Tioga County,America/New_York,,US,42.09,-76.55,970
14860,STANDARD,Lodi,19,Seneca County,America/New_York,,US,42.61,-76.82,900
14861,STANDARD,Lowman,19,Chemung County,America/New_York,,US,42.02,-76.72,1180
14863,PO BOX,Mecklenburg,19,Schuyler County,America/New_York,,US,42.45,-76.71,178
14864,STANDARD,Millport,19,Chemung County,America/New_York,,US,42.26,-76.83,1030
14865,STANDARD,Montour Falls,19,Schuyler County,America/New_York,,US,42.34,-76.84,2120
14867,STANDARD,Newfield,19,Tompkins County,America/New_York,,US,42.36,-76.59,5050
14869,STANDARD,Odessa,19,Schuyler County,America/New_York,,US,42.33,-76.78,1130
14870,STANDARD,Painted Post,19,Steuben County,America/New_York,,US,42.16,-77.09,8880
14871,STANDARD,Pine City,19,Chemung County,America/New_York,,US,42.03,-76.86,3970
14872,STANDARD,Pine Valley,19,Chemung County,America/New_York,,US,42.24,-76.87,510
14873,STANDARD,Prattsburgh,19,Steuben County,America/New_York,,US,42.52,-77.29,2020
14874,STANDARD,Pulteney,19,Steuben County,America/New_York,,US,42.53,-77.18,200
14876,PO BOX,Reading Center,19,Schuyler County,America/New_York,,US,42.43,-76.93,175
14877,STANDARD,Rexville,19,Steuben County,America/New_York,,US,42.08,-77.66,420
14878,STANDARD,Rock Stream,19,Schuyler County,America/New_York,,US,42.47,-76.92,610
14879,STANDARD,Savona,19,Steuben County,America/New_York,,US,42.28,-77.22,1980
14880,STANDARD,Scio,19,Allegany County,America/New_York,,US,42.17,-77.97,1300
14881,STANDARD,Slaterville Springs,19,Tompkins County,America/New_York,,US,42.4,-76.36,250
14882,STANDARD,Lansing,19,Tompkins County,America/New_York,,US,42.58,-76.55,3630
14883,STANDARD,Spencer,19,Tioga County,America/New_York,,US,42.21,-76.49,3510
14884,STANDARD,Swain,19,Allegany County,America/New_York,,US,42.48,-77.88,310
14885,STANDARD,Troupsburg,19,Steuben County,America/New_York,,US,42.04,-77.54,670
14886,STANDARD,Trumansburg,19,Tompkins County,America/New_York,,US,42.54,-76.66,6020
14887,PO BOX,Tyrone,19,Schuyler County,America/New_York,,US,42.4,-77.05,120
14889,STANDARD,Van Etten,19,Chemung County,America/New_York,,US,42.19,-76.55,1310
14891,STANDARD,Watkins Glen,19,Schuyler County,America/New_York,,US,42.38,-76.87,3610
14892,STANDARD,Waverly,19,Tioga County,America/New_York,,US,42.01,-76.52,6800
14893,PO BOX,Wayne,19,Steuben County,America/New_York,,US,42.47,-77.11,145
14894,STANDARD,Wellsburg,19,Chemung County,America/New_York,,US,42.01,-76.72,1170
14895,STANDARD,Wellsville,19,Allegany County,America/New_York,,US,42.12,-77.94,7660
14897,STANDARD,Whitesville,19,Allegany County,America/New_York,,US,42.03,-77.8,760
14898,STANDARD,Woodhull,19,Steuben County,America/New_York,,US,42.08,-77.4,1340
14901,STANDARD,Elmira,19,Chemung County,America/New_York,,US,42.09,-76.75,10010
14902,PO BOX,Elmira,19,Chemung County,America/New_York,,US,42.08,-76.8,399
14903,STANDARD,Elmira,19,Chemung County,America/New_York,,US,42.13,-76.87,6770
14904,STANDARD,Elmira,19,Chemung County,America/New_York,,US,42.08,-76.8,12890
14905,STANDARD,Elmira,19,Chemung County,America/New_York,,US,42.09,-76.84,7880
14925,STANDARD,Elmira,19,Chemung County,America/New_York,,US,42.08,-76.8,0
15001,STANDARD,Aliquippa,50,Beaver County,America/New_York,,US,40.61,-80.25,29210
15003,STANDARD,Ambridge,50,Beaver County,America/New_York,,US,40.59,-80.22,9930
15004,PO BOX,Atlasburg,50,Washington County,America/New_York,,US,40.35,-80.38,355
15005,STANDARD,Baden,50,Beaver County,America/New_York,,US,40.63,-80.22,9050
15006,PO BOX,Bairdford,50,Allegheny County,America/New_York,,US,40.63,-79.88,359
15007,STANDARD,Bakerstown,50,Allegheny County,America/New_York,,US,40.65,-79.93,350
15009,STANDARD,Beaver,50,Beaver County,America/New_York,,US,40.69,-80.3,14190
15010,STANDARD,Beaver Falls,50,Beaver County,America/New_York,,US,40.76,-80.32,24560
15012,STANDARD,Belle Vernon,50,Westmoreland County,America/New_York,,US,40.12,-79.86,14360
15014,STANDARD,Brackenridge,50,Allegheny County,America/New_York,,US,40.61,-79.74,2800
15015,STANDARD,Bradfordwoods,50,Allegheny County,America/New_York,,US,40.63,-80.08,1300
15017,STANDARD,Bridgeville,50,Allegheny County,America/New_York,,US,40.35,-80.1,14870
15018,STANDARD,Buena Vista,50,Allegheny County,America/New_York,,US,40.27,-79.8,750
15019,STANDARD,Bulger,50,Washington County,America/New_York,,US,40.42,-80.35,1390
15020,PO BOX,Bunola,50,Allegheny County,America/New_York,,US,40.23,-79.95,263
15021,STANDARD,Burgettstown,50,Washington County,America/New_York,,US,40.38,-80.39,6480
15022,STANDARD,Charleroi,50,Washington County,America/New_York,,US,40.13,-79.9,8960
15024,STANDARD,Cheswick,50,Allegheny County,America/New_York,,US,40.54,-79.8,8150
15025,STANDARD,Clairton,50,Allegheny County,America/New_York,,US,40.29,-79.88,14850
15026,STANDARD,Clinton,50,Beaver County,America/New_York,,US,40.51,-80.34,3530
15027,STANDARD,Conway,50,Beaver County,America/New_York,,US,40.66,-80.24,2080
15028,PO BOX,Coulters,50,Allegheny County,America/New_York,,US,40.31,-79.79,170
15030,STANDARD,Creighton,50,Allegheny County,America/New_York,,US,40.58,-79.78,900
15031,STANDARD,Cuddy,50,Allegheny County,America/New_York,,US,40.35,-80.16,500
15032,PO BOX,Curtisville,50,Allegheny County,America/New_York,,US,40.64,-79.84,244
15033,STANDARD,Donora,50,Washington County,America/New_York,,US,40.17,-79.86,3790
15034,STANDARD,Dravosburg,50,Allegheny County,America/New_York,,US,40.35,-79.89,1450
15035,STANDARD,East Mc Keesport,50,Allegheny County,America/New_York,,US,40.38,-79.81,1840
15037,STANDARD,Elizabeth,50,Allegheny County,America/New_York,,US,40.27,-79.88,9990
15038,PO BOX,Elrama,50,Washington County,America/New_York,,US,40.25,-79.93,379
15042,STANDARD,Freedom,50,Beaver County,America/New_York,,US,40.68,-80.25,7840
15043,STANDARD,Georgetown,50,Beaver County,America/New_York,,US,40.64,-80.49,2010
15044,STANDARD,Gibsonia,50,Allegheny County,America/New_York,,US,40.63,-79.94,29180
15045,STANDARD,Glassport,50,Allegheny County,America/New_York,,US,40.32,-79.88,3650
15046,STANDARD,Crescent,50,Allegheny County,America/New_York,,US,40.55,-80.23,2420
15047,PO BOX,Greenock,50,Allegheny County,America/New_York,,US,40.32,-79.81,378
15049,STANDARD,Harwick,50,Allegheny County,America/New_York,,US,40.56,-79.81,880
15050,STANDARD,Hookstown,50,Beaver County,America/New_York,,US,40.59,-80.47,2510
15051,STANDARD,Indianola,50,Allegheny County,America/New_York,,US,40.56,-79.87,370
15052,STANDARD,Industry,50,Beaver County,America/New_York,,US,40.65,-80.4,3140
15053,STANDARD,Joffre,50,Washington County,America/New_York,,US,40.38,-80.36,230
15054,PO BOX,Langeloth,50,Washington County,America/New_York,,US,40.36,-80.41,589
15055,STANDARD,Lawrence,50,Washington County,America/New_York,,US,40.31,-80.12,1300
15056,STANDARD,Leetsdale,50,Allegheny County,America/New_York,,US,40.56,-80.21,1010
15057,STANDARD,Mc Donald,50,Washington County,America/New_York,,US,40.37,-80.23,14890
15059,STANDARD,Midland,50,Beaver County,America/New_York,,US,40.63,-80.45,3450
15060,PO BOX,Midway,50,Washington County,America/New_York,,US,40.37,-80.29,991
15061,STANDARD,Monaca,50,Beaver County,America/New_York,,US,40.68,-80.27,11550
15062,STANDARD,Monessen,50,Westmoreland County,America/New_York,,US,40.15,-79.88,5820
15063,STANDARD,Monongahela,50,Washington County,America/New_York,,US,40.19,-79.92,10150
15064,STANDARD,Morgan,50,Allegheny County,America/New_York,,US,40.36,-80.15,330
15065,STANDARD,Natrona Heights,50,Allegheny County,America/New_York,,US,40.64,-79.73,10230
15066,STANDARD,New Brighton,50,Beaver County,America/New_York,,US,40.73,-80.3,10750
15067,STANDARD,New Eagle,50,Washington County,America/New_York,,US,40.2,-79.95,1940
15068,STANDARD,New Kensington,50,Westmoreland County,America/New_York,,US,40.56,-79.75,34190
15069,UNIQUE,New Kensington,50,Westmoreland County,America/New_York,,US,40.56,-79.75,0
15071,STANDARD,Oakdale,50,Allegheny County,America/New_York,,US,40.39,-80.18,10360
15072,PO BOX,Pricedale,50,Westmoreland County,America/New_York,,US,40.14,-79.86,146
15074,STANDARD,Rochester,50,Beaver County,America/New_York,,US,40.7,-80.28,7890
15075,PO BOX,Rural Ridge,50,Allegheny County,America/New_York,,US,40.59,-79.83,207
15076,STANDARD,Russellton,50,Allegheny County,America/New_York,,US,40.61,-79.83,860
15077,PO BOX,Shippingport,50,Beaver County,America/New_York,,US,40.62,-80.42,188
15078,STANDARD,Slovan,50,Washington County,America/New_York,,US,40.36,-80.38,430
15081,PO BOX,South Heights,50,Beaver County,America/New_York,,US,40.57,-80.24,459
15082,PO BOX,Sturgeon,50,Allegheny County,America/New_York,,US,40.38,-80.21,386
15083,STANDARD,Sutersville,50,Westmoreland County,America/New_York,,US,40.26,-79.79,880
15084,STANDARD,Tarentum,50,Allegheny County,America/New_York,,US,40.6,-79.76,8710
15085,STANDARD,Trafford,50,Westmoreland County,America/New_York,,US,40.38,-79.75,7440
15086,STANDARD,Warrendale,50,Allegheny County,America/New_York,,US,40.67,-80.11,350
15087,PO BOX,Webster,50,Westmoreland County,America/New_York,,US,40.19,-79.85,238
15088,PO BOX,West Elizabeth,50,Allegheny County,America/New_York,,US,40.27,-79.9,631
15089,STANDARD,West Newton,50,Westmoreland County,America/New_York,,US,40.2,-79.76,5670
15090,STANDARD,Wexford,50,Allegheny County,America/New_York,,US,40.63,-80.05,22780
15091,PO BOX,Wildwood,50,Allegheny County,America/New_York,,US,40.57,-79.95,115
15095,PO BOX,Warrendale,50,Allegheny County,America/New_York,,US,40.64,-80.09,0
15096,UNIQUE,Warrendale,50,Allegheny County,America/New_York,,US,40.64,-80.09,0
15101,STANDARD,Allison Park,50,Allegheny County,America/New_York,,US,40.57,-79.95,24220
15102,STANDARD,Bethel Park,50,Allegheny County,America/New_York,,US,40.32,-80.03,28750
15104,STANDARD,Braddock,50,Allegheny County,America/New_York,,US,40.4,-79.86,6550
15106,STANDARD,Carnegie,50,Allegheny County,America/New_York,,US,40.4,-80.08,16670
15108,STANDARD,Coraopolis,50,Allegheny County,America/New_York,,US,40.51,-80.16,37610
15110,STANDARD,Duquesne,50,Allegheny County,America/New_York,,US,40.37,-79.85,4150
15112,STANDARD,East Pittsburgh,50,Allegheny County,America/New_York,,US,40.4,-79.84,2660
15116,STANDARD,Glenshaw,50,Allegheny County,America/New_York,,US,40.52,-79.95,14040
15120,STANDARD,Homestead,50,Allegheny County,America/New_York,,US,40.4,-79.9,15830
15122,STANDARD,West Mifflin,50,Allegheny County,America/New_York,,US,40.36,-79.9,17730
15123,STANDARD,West Mifflin,50,Allegheny County,America/New_York,,US,40.35,-79.9,0
15126,STANDARD,Imperial,50,Allegheny County,America/New_York,,US,40.45,-80.25,6870
15127,PO BOX,Ingomar,50,Allegheny County,America/New_York,,US,40.56,-80.02,283
15129,STANDARD,South Park,50,Allegheny County,America/New_York,,US,40.29,-79.99,10410
15131,STANDARD,Mckeesport,50,Allegheny County,America/New_York,,US,40.34,-79.8,7430
15132,STANDARD,Mckeesport,50,Allegheny County,America/New_York,,US,40.33,-79.83,15570
15133,STANDARD,Mckeesport,50,Allegheny County,America/New_York,,US,40.33,-79.86,5760
15134,PO BOX,Mckeesport,50,Allegheny County,America/New_York,,US,40.33,-79.83,237
15135,STANDARD,Mckeesport,50,Allegheny County,America/New_York,,US,40.31,-79.81,4540
15136,STANDARD,Mc Kees Rocks,50,Allegheny County,America/New_York,,US,40.47,-80.1,20230
15137,STANDARD,North Versailles,50,Allegheny County,America/New_York,,US,40.37,-79.8,8730
15139,STANDARD,Oakmont,50,Allegheny County,America/New_York,,US,40.52,-79.84,6050
15140,STANDARD,Pitcairn,50,Allegheny County,America/New_York,,US,40.41,-79.78,2460
15142,STANDARD,Presto,50,Allegheny County,America/New_York,,US,40.38,-80.12,1950
15143,STANDARD,Sewickley,50,Allegheny County,America/New_York,,US,40.57,-80.15,20220
15144,STANDARD,Springdale,50,Allegheny County,America/New_York,,US,40.55,-79.78,3720
15145,STANDARD,Turtle Creek,50,Allegheny County,America/New_York,,US,40.42,-79.82,5920
15146,STANDARD,Monroeville,50,Allegheny County,America/New_York,,US,40.42,-79.76,26170
15147,STANDARD,Verona,50,Allegheny County,America/New_York,,US,40.5,-79.84,14770
15148,STANDARD,Wilmerding,50,Allegheny County,America/New_York,,US,40.39,-79.81,2110
15201,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.47,-79.95,10590
15202,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.51,-80.07,17610
15203,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,6570
15204,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.46,-80.06,7070
15205,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.44,-80.1,19940
15206,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.47,-79.91,22520
15207,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.4,-79.93,9210
15208,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.45,-79.9,8170
15209,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.5,-79.97,11510
15210,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.41,-79.98,21660
15211,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-80.02,9000
15212,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.46,-79.99,22670
15213,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.44,-79.96,7570
15214,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.49,-80.01,12610
15215,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.5,-79.91,11370
15216,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.4,-80.03,20610
15217,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.92,21880
15218,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.42,-79.89,12170
15219,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.44,-79.98,7800
15220,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.42,-80.05,16450
15221,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.44,-79.86,25320
15222,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.45,-79.99,3370
15223,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.51,-79.95,6510
15224,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.46,-79.94,8120
15225,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.51,-80.11,940
15226,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.4,-80.01,12370
15227,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.38,-79.97,27240
15228,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.37,-80.04,17520
15229,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.52,-80.04,13040
15230,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,676
15231,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15232,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.45,-79.93,7020
15233,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.46,-80.03,2360
15234,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.37,-80.02,13030
15235,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.46,-79.82,31750
15236,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.35,-79.98,29470
15237,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.55,-80.04,41200
15238,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.54,-79.88,12840
15239,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.48,-79.74,20490
15240,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15241,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.33,-80.08,21310
15242,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,61
15243,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.38,-80.07,13300
15244,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,69
15250,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15251,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15252,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15253,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15254,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15255,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15257,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15258,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,45
15259,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15260,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.44,-79.95,29
15261,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15262,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15263,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.44,-79.98,0
15264,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15265,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15266,UNIQUE,Pittsburgh,50,,America/New_York,,US,40.44,-79.99,0
15267,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15268,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15270,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15272,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,75
15273,STANDARD,Pittsburgh,50,,America/New_York,,US,40.37,-79.9,0
15274,PO BOX,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15275,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,13
15276,STANDARD,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15277,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15278,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15279,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15281,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,0
15282,UNIQUE,Pittsburgh,50,Allegheny County,America/New_York,,US,40.43,-79.97,16
